product_id,date,platform,product_name,price,is_stockout
B00Y8MP4G6,2025-09-25,Amazon,"Garden of Life Once Daily Dr. Formulated Probiotics for Women 50 Billion CFU 16 Probiotic Strains with Organic Prebiotics for Digestive, Vaginal & Immune Health, Dairy Free, Shelf Stable 30 Capsules",26.9,False
B000NPYY04,2025-09-25,Amazon,"Nature's Bounty Fish Oil Omega 3 Supplements - Supports Heart Health, 1200 Mg Fish Oil, Omega-3, 200 Softgels (Pack of 1)",14.17,False
B07B8BSGPL,2025-09-25,Amazon,"Physician's CHOICE Probiotics for Women 50 Billion CFU - pH Balance, Digestive, Urinary Tract & Gut Health - 6 Diverse Strains with Organic Prebiotics + Cranberry Extract - Women Probiotic - 30 CT",21.0,False
