trend_id,date,platform,keyword,post_text,hashtags
98,2025-09-22 1:49,googlenews,유산균,"hy, '녹용유산균발효분말' 근력 유지 기능성 식약처 인정 획득 - 연합뉴스
https://news.google.com/rss/articles/CBMiW0FVX3lxTE1lZkJxNl9NSjZpQ3RZOFFVNkJ6dEptb2FueVg3c1ZXakJmWVQ4RUZBN213a3E4U0N4VDlFTFFYYVJGdnhnbGNWQ2JwOXdSQ0tYS3Qya09hcUgtcEXSAWBBVV95cUxPdGwtaGlNT2VOOXRjR2tTQnFPcnBKZmVweWE4SUNoMTJfbHVIdDB5V1p5MjVkZFFvTThxTTRpc3Vnd3VER2ZTX0NHVmIycnNIeHVTSnVHVF92TkRnMGhRMW4?oc=5",
99,2025-09-22 0:54,googlenews,유산균,"hy ‘녹용유산균발효분말’, ‘근력 유지 도움’ 기능성 인정받아 - 식품저널 foodnews
https://news.google.com/rss/articles/CBMibkFVX3lxTE45VHh5OGJhdzB6cmplWEZEOGhHOXJLWDRfRnBqRS1BM0lFN3Z6Nzktd2psc3NlWkE2N08xQ2FxMmNrZjN4TC1ycHp2RVlJQ0tRaUFHV2ZZS1JZbEZYY1VYdFJ3Nmd1a0tqRXhTbXd3?oc=5",
100,2025-09-22 0:24,googlenews,유산균,"hy, ‘녹용 유산균 발효 분말’ 식약처 개별 인정 획득 - 조선비즈 - Chosun Biz
https://news.google.com/rss/articles/CBMihgFBVV95cUxPOUxkTW5NNDVWYVNOajdRWV9aOGZ1YkF4aWJjTmh2OU9BUkFucnRVQ1J1Wllpd1ozQlpwVU9yOFpVMHl5YjJTX0VWTkNENUJWZTdzOG1pOUxfOEo3aHgzWm5tblFXN29xbS1zTW9tdDhOUFdZSU9va0dZbHpKZm5WSGVnd3BLd9IBmgFBVV95cUxOd3VmWGdMQ0cyclpMNXdUVHVJWlIzR0djYWRZeVJMS3dvdlg3MDMxNldKSV9iN0FBX05JdTVzNDlDWUxONkU4VW1feVJ0VUdQTjZjSFhLdk1hLWZWRDhSOTR6TU1HdTR5Zkowd1FtdzRmMTdrZWtSMkRudGpHTTdXV1NkQlJKd0lrQm1nZjlXenBaMTJ0WTJlM21R?oc=5",
101,2025-09-21 23:52,googlenews,유산균,"hy, '녹용유산균발효분말' 식약처 개별인정 획득 - 뉴스1
https://news.google.com/rss/articles/CBMiX0FVX3lxTFBPRmFsWUp0X2Z6NHg5Z3d1RWM1WW5jYUxWMWNPRmtkYVFSTEdmSm1wQVoxZUNUcVdEOFFxWHduZUNBYnYySWdIODZSbHpoRmhXZWZVS0R0V0hsR0hwY2o4?oc=5",
102,2025-09-20 22:00,googlenews,유산균,"동원 쿨피스, '국민 유산균음료' 등극…K매운맛 열풍에 동반 급성장 [장수브랜드 탄생비화] - 뉴시스
https://news.google.com/rss/articles/CBMiYEFVX3lxTFBSYTBhZXoxNF9HVklGcHFVT005TUdCR25MX2gwLUdZV0N3dnhPbGpBNGVkdzVpUE1GQzR6MGhPbGNUcHdJaUtSVzVVc2pncktyMkN2OWoza3BnMTFSdFNMOdIBeEFVX3lxTFA3dW1NSGl5TlVVNU5PcTFTckdScGhOek5tWXJFY1VoaVVKVGI5c1RPZ0NBcG9xWXFSUUM1U29OeHNjUVVsdXFyWTRWUm95QlkyTzIxM3VWME9BODQ0MkdvWnh4RWhfa0lBc1VqV3FvVmFfNS1CV19ieQ?oc=5",
103,2025-09-19 9:12,googlenews,유산균,"엔비피헬스케어 바이크롬, 치매 극복의 날 맞아 ‘바이크롬 뇌 유산균’ 출시 - 약업신문
https://news.google.com/rss/articles/CBMie0FVX3lxTE0tWHdwRzlnTjYxQWpnN2hkRmItM29yRFZpcFBZZllDNDc5T181LUE0Z3N5dFBQdU1UcVEwMzhJRXRGZWZXZVVLa1ZQSWRQQ3NNWENTNENsSjZ1SHo0QnFlWXJyQjVkRUdGc0pVQjZZSlc1RGlpRHNqOTNpQQ?oc=5",
104,2025-09-19 1:48,googlenews,유산균,"바이크롬, 치매 유산균 출시…'1+1' 예약 구매 이벤트 진행 - 요양뉴스
https://news.google.com/rss/articles/CBMib0FVX3lxTE5QZFpJNEFuM0JDVjN5SEdLbW4xel92R1dLSHJDenVQVXZRV09FczFBbVNIbWMtNm56R19LNjN2VmdBMXRjdjY0LUVWZUZrc2xUZHJKNUZ3UEtTYURabzFFRDVnblBnV3UteDZISGVTdw?oc=5",
105,2025-09-19 1:07,googlenews,유산균,"풀무원녹즙, ‘식물성유산균 혈당엔’ 누적 판매 100만 병 돌파 - 식품음료신문
https://news.google.com/rss/articles/CBMib0FVX3lxTE9sNkNyT0F4YkpHNkF1bmRwM29OY2h5WDBVSm1vTzg2d3VQX0MwX1hJRUhPNEVNZ050aUVmQWZQbk1RMi0teDgtY1lWQlhjclhzZExzR2lIRHdrUHBnTUlQN2t2ZHliSEd5S2RBOUdIQQ?oc=5",
106,2025-09-19 1:02,googlenews,유산균,"메디오젠, GLP-1 분비 촉진 유산균 ‘B. lactis MG741’ 특허 등록 - 바이오타임즈
https://news.google.com/rss/articles/CBMibEFVX3lxTE1mcThPWXZscnhRWVBHWmgwQ1FSSFpxdHktYmhiOFNJc3YwWHJvWEl0dWpQN3lNYTNuekpNQWpNc0dZWUYzNFFHcjVmeXFpcVdWNVpidlQzc2VMZGFDQzZxU2VleGdzbm4ycGl1dw?oc=5",
107,2025-09-19 0:30,googlenews,유산균,"9월 21일 치매 극복의 날 맞이 식약처 인정 치매 유산균 ‘바이크롬 뇌 유산균’ 출시 - 뉴스와이어
https://news.google.com/rss/articles/CBMiX0FVX3lxTFBFQXp1TzlSNUNzcEZ0U1E2SzBPOFp1VzduMDJCTUlXR0drYVJYRkItXzdOb1ZFTzl3YV8teU9mMXdId29HWkxaM3NtS2ZHaW9oQXUtQ0xmQWY4bDNEUU1Z?oc=5",
108,2025-09-19 0:11,googlenews,유산균,"메디오젠, GLP-1 분비 촉진 유산균 특허 등록…""대사질환·근육 동시 관리"" - 뉴스1
https://news.google.com/rss/articles/CBMiYEFVX3lxTE9Ubi1uVmw4RDdtMlV3cHJrbVhtakpKX0lhZnlNSnFqMnBKWFNaU2R3Y1ZxVzEtOUVuVENMLXlIaW1pNk0xMnFTRGhtZDNnSUkzeXJET3VORzIwT3ZXTG1qdg?oc=5",
109,2025-09-18 4:16,googlenews,유산균,"쎌바이오텍, ‘비타푸드 아시아 2025’서 221배 강한 유산균 ‘듀오락’ 선보여 - 베이비뉴스
https://news.google.com/rss/articles/CBMibEFVX3lxTE9qM3M4T0NmWmZ3RTJ0R2JDSGJCalduVU5BcGZmV2x0ZU5IcE1FSzFCWHN3cEJScm54b0JIZTBDUXhiRExZN1Z6bnZ0ZDhacjJCOVdBVnBJZV9zak8zUm9aQzBZeWxaS1lSZTUxUQ?oc=5",
110,2025-09-18 2:55,googlenews,유산균,"쎌바이오텍, ‘비타푸드 아시아 2025’서 221배 강한 유산균 ‘듀오락’ 선보여 - 팜뉴스
https://news.google.com/rss/articles/CBMibEFVX3lxTE9VdGpWT2RnemktX3ZaTTZ5cG1ETER2TTNXTENqN054MW1IaTRVZ1MwZWk3QjJWX241a1pwUGh3OGlLa3pRbnNBaEViZFMzZjE3aDNMSHNraTI0Vk01X3FRRE5sVzN3UUJwazBUONIBcEFVX3lxTE41cGJUUmh1VnhYb091R2x1aVU0dEZPSGV2aGJqLXE2Xy1HUmM5QVBzbjBoYktqdEZGMzlrMm1XdUhJR2R6cWprbl8zTmZna2hpMFlkWG1CNEZhQ0FUSVRlU054MFBFRTNKYV9JcjlUc0o?oc=5",
111,2025-09-15 7:00,googlenews,유산균,"최대 221배 강력한 장 속 생존력… 강하게 키운 유산균 ‘221배 강한 유산균, 듀오락’ - 한국경제
https://news.google.com/rss/articles/CBMiWkFVX3lxTFA0Nk0xMnhUV2xJM0QzODJ2c1ZrMlQyZ0lsbTNVSDlGRnhFeWdvRDFyREZpajZCWVdNQWNCQnVhZFZLR0wyMHVYdFJObVpXenlZZm9xQlJfa3Z4Z9IBVEFVX3lxTE12VXFNWUw2bXlxTEpSb2lpUWp6UG9ieFVEdUd3TjZFOWw3cFM4OEtXS05VbndQa2tUUDhTZ1NlMmtDOEdqSUl1ejIyODJwZ0VuRmRvQQ?oc=5",
112,2025-09-12 7:22,googlenews,유산균,"이창규 대표, “장(腸) 넘어 뇌·면역·대사까지…복합 기능 유산균이 뜬다!” - 요양뉴스
https://news.google.com/rss/articles/CBMib0FVX3lxTE80cVZaMl9XZnJvczEyc3dnck9aODRoODFsMnY5SHAxejRva25zV3lUcjlaUGstZ2xmRzByQXRFSjVvRGllbmdhRm1vVFBWSEtJQVJkalJnWHBlZGYtenUxQnJiaHFOaXdUSElaSE1Dcw?oc=5",
113,2025-09-12 7:00,googlenews,유산균,"대사 유산균 8515, 출시 6개월 만에 310만 포 판매 돌파 - 지디넷코리아
https://news.google.com/rss/articles/CBMiVkFVX3lxTFBGcXNXNEVNNkxRcEhEb043SDQxYnF5dk9fcVZaczBUai1rallra0RWUkFfR3Rnb1kzSzhHbjYxTHh2WTF0VzJRb1pxYmc4RnJ5UG5zM3BB?oc=5",
114,2025-09-11 7:00,googlenews,유산균,"서울우유협동조합, 마시는 유산균 ‘서울우유 요거트 프로바이오틱스 플레인’ 출시 - 헬스경향
https://news.google.com/rss/articles/CBMiakFVX3lxTFAtMHBOV0k0Q3p3bXVDZGQ3UGpaRmszVkt4T1JMZVZ3d2RBeWk1SnFGV1k4Z1Z6Uk0xQ0tLc3pmOG93Z1FCaHJKQWs4Rm96ZlF6bDhQOW1DOGdMOHVrZzJIUUo0QkI5NFlJZmc?oc=5",
115,2025-09-11 7:00,googlenews,유산균,"[이희태의 '반려미생물' 톡톡] 장 속 1% 유산균, 건강의 동반자 되다 - 더바이오
https://news.google.com/rss/articles/CBMibEFVX3lxTFBwTVBXQ1kxUmQyLWs0NWtWN3ZMUkVkWkRTcmd5eGlfWnZsMFFUNGVLTzBlYXBnZTdpV3VYWC1panBiaE5oallwS2pLTDNyemxnOTV0VGZMbk1BMTcwMnB3T3BqajlnNkZISWEtddIBcEFVX3lxTE00MVZxS08zYTdoNGNsUDAxc1JLQnJYNFh5eTh3RWV5Q09JSUtDb2t6TDJxT2o3WGhyUktJVmlneGV4X2Q3R1lSSW1uOWEtWmhHenB4MnVoa3B3OTR1VF9OX1RwU3FPb09oYzhMTzVhOWs?oc=5",
116,2025-09-11 7:00,googlenews,유산균,"유산균 듀오락, 손석구와 함께하는 ‘221배 강력한 선물대전’ - 파이낸셜뉴스
https://news.google.com/rss/articles/CBMiWkFVX3lxTE1NaWZuVlU5a1VwczZYQU9ETjU2dVRwMlpzbUJ2bFQ4TXlXdXpuWlRqZ1ZvNzVfSVY4Wll6b3J4VWFtR1ktdFJmeVJMVzJPcmlZQWtSVVZURmVUd9IBXkFVX3lxTE4waXZnOUhkYXNFS2tWY0JOMW5KWER2bHM5TWpSa3VjQV9NOTN2ZFhUY2lTTUY3d2NFT2ZqWVZmc052MG9paHhXd3pkY1kyUkNBeEV4RVpyaVUzWlY3ZUE?oc=5",
117,2025-09-10 7:00,googlenews,유산균,"김치서 찾은 유산균, 궤양성 대장염 증상 잡는다 - 연합뉴스
https://news.google.com/rss/articles/CBMiW0FVX3lxTFBfWG9sWkxOS3JVNXlKMTVOTU55c2RuNDZ0SXhuRWszWkNDc25TOGxEdDFHVmZsYnRNWHZjMFdxUkJBRXM5NmtFVnZ0OGVzRVRjV0RiVkcwb1NvR2_SAWBBVV95cUxQTTZxMGEwRDJ3eFVvTnRDQl9aZVREZk1JSFh4MUhrbzM5WC1ZSDdDZ29wT0p3ZnhjcUlDSDBTdHBfU0VHRDUwVGNBUWFQQ0pfVE5TZEdJWEpmVThYVm5zQk0?oc=5",
118,2025-09-10 7:00,googlenews,유산균,"김치서 찾은 유산균, 대장염 증상 잡는다 - 교수신문
https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5vVERGNExtMTE2UTNzNjBJSHpreF94bE1uS0ZDWGRQY0RqVU9qaUNrSHlGMnF5ZWJrRDBEVXlwY1RRUUY1YlRTNzk2NVBIT1A4RV9BcEVXQ2ZoN3pDVTd0UFdENnd4WjQ?oc=5",
119,2025-09-10 7:00,googlenews,유산균,"픽스그리머, 한국인 맞춤 유산균 인플로나인 혈당컷&유산균 출시 - 메디컬투데이
https://news.google.com/rss/articles/CBMiXEFVX3lxTE5CanBNanR5a0FtcUpJMXB3S0lBZEdjMEsxUlBBRUpuOERvX0tKd1ZJMU1fZ0kybS0yQmMxTVRiQWpseVJaUVNuS0wweDJpVG5uOFZFQkVKdVJhaUNU0gFsQVVfeXFMTmoxNTZVSTY3LUlVNHpJbkV5ZndHTE1nYUgxSEhick54SW9qOHVvTGd0cENZel81SXpGcWVHWEN4QS1QN09McldaMmYzNzI2Si1heENMZVhWNjNRWDBUT0lSMUhXbnhDXzJaRXBt?oc=5",
120,2025-09-10 7:00,googlenews,유산균,"서울우유, 마시는 유산균 '요거트 프로바이오틱스 플레인' 선봬 - 뉴시스
https://news.google.com/rss/articles/CBMiYEFVX3lxTE9RY0FlSHNpSndLb2lKSEhoTUwxME1RMXY0aEhPU29WTFEzS1o5RmNtRWxkM1VTbXIzMWo3U0VfTDd4aFB1S2xRbmNMZjV5UVBGSUVHWmIwYkp6dFBKVnVnbtIBeEFVX3lxTE1MRDNoQTh6WEdYZmJwU3RfWW1HSlZ1RzE2enZTSXZNSEtsTm9CcjE3ZjNPS1pPZmpVb3o2MGdIN0lHcVNIVjlLTHRFN2c0bUx4Y3l0OXNGNWdobnJkZ2NwQ2E5S3Zsb3VhQzN3QVVwNTdJMlNGT1hVbQ?oc=5",
121,2025-09-09 7:00,googlenews,유산균,"""221배 강한 유산균""… 듀오락, 손석구와 함께 한 광고 캠페인 공개 - 브랜드브리프
https://news.google.com/rss/articles/CBMibkFVX3lxTE9ndGhJaGJZVmVSQTZRXzBkbmZIc3Z5LTlSOUZIVktLR2ZaVUVQUUp0dHM3N3hubm84SkxObFNib1YtN0dfWGRxaVRwQWVWLUZiRk9pSmV1SDgyNE1JV1dLSnJGVUlzTFBzOVA0OW5B?oc=5",
122,2025-09-09 7:00,googlenews,유산균,"‘221배 강한 유산균, 듀오락’ 배우 손석구와 함께 광고 캠페인 공개 - 팜뉴스
https://news.google.com/rss/articles/CBMibEFVX3lxTE9nNG9aVDN2STNWYlV0RGRWVW5OZHdNYkJpZmVqWkFYaXg4UDEzQ2tpUzVvU2lOY3loRTFiZ2NLa2RDSXFGem1jTVluVFVIOVFJZV9uakdhcXo3b2trbjJ0dVZrbGwyeGRqNFlrUdIBcEFVX3lxTE5XYTl0Z1VZd0RwQVNYY0FmS2h1NUZ0ZDdSNjhsNk1NZDdSYkYwYVAyTWNhcmZmWnUzSWhGakFTNUJ3bHlVSVpSdGJjSW1XdDJjVlVTVVBqb2IxU0VrVHZNMVB2UlBuZUx5b0hUOTRGWHk?oc=5",
123,2025-09-09 7:00,googlenews,유산균,"‘221배 강한 유산균, 듀오락’ 모델에 배우 손석구 발탁 - 헤럴드경제
https://news.google.com/rss/articles/CBMiVkFVX3lxTE9pVEUzaXFkWHRhdVZ3MEtiZl9tQ2tfMWRoV256SEtybFFWTTUyYjZUYjRqcVpiWU12dGtScVFDZTd0S3Q1aF9LZm9DWXJXaVZ0em9WcU1B?oc=5",
124,2025-09-09 7:00,googlenews,유산균,"[K-AD] ‘221배 강한 유산균, 듀오락’ 배우 ‘손석구’와 함께 광고 캠페인 공개 - madtimes.co.kr
https://news.google.com/rss/articles/CBMibEFVX3lxTE9tdGZvQjhmcW1ZXzF4c0MxRkdUQkRTZW9mVWUzbm9KRlVlVjFNZV9LZGoxZ1VXY205cXR1aG1VcGtBMVBmdVlHYlJMZTRoVzVySC01ZW9aYjRoeTg1eVRMUlNrT0RkWmxfcDZUeg?oc=5",
125,2025-09-08 7:27,googlenews,유산균,"바이크롬, 국내 최초 뇌 개선 유산균 출시 - 요양뉴스
https://news.google.com/rss/articles/CBMib0FVX3lxTFBuSkFRdzVKTkpXemtEYkxraGtYNnZ0NnR1SFdoVEN6Ymdua2dpY1IyZVBNZWNlWU9peVB4Ui1oZUM0aXFvT3hmRTNGRE9RcE9WUUE2UDR6VzROZ0s4elV5ek50QURZQjRQQnhvRWFZYw?oc=5",
126,2025-09-08 7:00,googlenews,유산균,"유산균 브랜드 바이오가이아, 초록우산과 함께하는 나눔 캠페인 진행 - 헬스조선
https://news.google.com/rss/articles/CBMidkFVX3lxTE83ZFQ5SVFzWk1LVGJTSkQwOXhKYzE0cmd1UTNZYVBHdTdTYURnZGl0SXdhMEF6LVNrZThuSDk2TTZENG9HQzVHRUFucXlLVlNISjFqQlhScE9qcGFmREdMeU1ua01nblN2RHdXX29MT1J3dDB4N2c?oc=5",
127,2025-09-08 7:00,googlenews,유산균,"에이치피오 덴프스, 올리브영 대표 유산균 브랜드로 자리매김 - 동아일보
https://news.google.com/rss/articles/CBMidkFVX3lxTE0xX2k3QkU0dVFoUHdVMFdYSFBpakUwVHAwbWJnSVVURHg0QW1SWUwtVm1fY1VQQWN3WG8yVWRqT2pveHRxeUIxcjRfTm5HbHBlMXJnSVBSLXczTnZxcm1LWTBJdkpOQzJGcVlRU3dac1dEUm5FQXfSAWZBVV95cUxQU0dfWnpPcmVoTU5jbFVYZ3V4cnBMbkRBeTB2RFZJdGdQLUlZNF9JQ1Fqc3ZwV1BJUVVLanBaQ3RtQ05MWl83d0owcFpNTEp0Y185UEw0c2Y3aWRwZk1jV054cms1QUE?oc=5",
128,2025-09-08 7:00,googlenews,유산균,"리스큐어, 美 FDA서 모발건강 유산균 '모비옴' NDI 인증 획득 - 히트뉴스
https://news.google.com/rss/articles/CBMiakFVX3lxTE8tWk41dFF5Q3oxWXdhSXZmRWc1SG1ocGtKY2Q0dHZmdnBzNF9OMks3bUNKSDBmby1wRWdfb2R1N1Via1NZUy1UcWVsZXo4RmFKdEQwU2dLUWZqcEtOOXdCN3JHTWlWOEdNLVE?oc=5",
129,2025-09-04 1:00,googlenews,유산균,"무무슈, 프리미엄 유산균 ‘드시모네’와 콜라보 이벤트 성황리 종료 - 대한금융신문
https://news.google.com/rss/articles/CBMibEFVX3lxTE5rOENFMkNhd2ZQNnlRUE5ERzc0bkRZQVg5Y3RTckFsTDZkbzJzTFBZSlo0SUh3am5VcEZJVFZnXzJ2OUdWQnFxakx4VnVpZjFxQUFseVV6WnREWU50bFFCdkdTNHNDZmVvLWZIeNIBcEFVX3lxTE5aUU5qbjczNVZqSFRuX0U1UjJMTlprc1Vwb3E3QTlqRV95RUo3amltM3FtRGE0MjVDNldSeG9zSzZiOGVWZHpDal9zdkhXdllUYy1rNHRVa0lfSFhpRWRnclpUckZ4dFJlX29XXy02dnA?oc=5",
130,2025-09-03 7:00,googlenews,유산균,"듀오락, 장 속 생존력 221배 높인 유산균 코팅기술 인포그래픽 공개 - 팜뉴스
https://news.google.com/rss/articles/CBMibEFVX3lxTE5mUERlY01OZDQwaDlLNnhmWUpyemF0S25wOVFIZ0RKYTFsYWxXLVBWRmFuTEVMRy00cEc3NFFKQ2FyNzIwZlJkNjZ0R0dWNkxNQXBpT19WY0RSTEFVaDlwVkNsRnV5QUlhaXNTWdIBcEFVX3lxTE1STGpvSlloZW9KVlpGQUV4S25qNXc2aHB5emlHT2FpSWRzWU92Z3ozT3JkcFlpaU5BQ2M4X085ZlhhTXVQVTVLdlRLVFZHZklOaHdLaUlBbV92bkZnS2ExR3NycDVSSFNPR094NlhFUDA?oc=5",
131,2025-09-03 7:00,googlenews,유산균,"쎌바이오텍, 유산균 보장균수 오해 잡기 위한 인포그래픽 공개 - 한국경제
https://news.google.com/rss/articles/CBMiWkFVX3lxTE5zZ08yZkJIdE1lbXFFOWxsUEpDX3plTnBfbS1OVGg1RWpKdTRtX1hJUXVFNWxKallGTWZ1XzR4aE54LUUtWlNGODBLMHhSSm1IZzlUNk5JZzNLd9IBVEFVX3lxTE9RanNzWXJEMUxfaXZUTS1fZlVwblNfekU1OGZiYnlYSXYydXdzZEJzM0w4b0hsRFdfSG1pUjh1aVhXZmtPaTY5QnhFLW0wXzJHTGxqag?oc=5",
132,2025-09-03 7:00,googlenews,유산균,"쎌바이오텍, 유산균 ′보장균수′ 소비자 혼란 방지 위한 인포그래픽 공개 - 메디컬투데이
https://news.google.com/rss/articles/CBMiXEFVX3lxTE8weWhlMDQ1MzVyTnJQcTc3UzB0THgxYWRHTF9oZmRLMnFiZTVXSUlfMTRYN2NzeHVwU3dONVE5LWhjejRhcmZtUGotaDcyY3RhdkdYc0YtMjlFa09o0gFsQVVfeXFMTjhNUk1HMGNwU1g3QW1nTElOSzJYeG1XbmNlUkZfZXhBZ2NyYS1NbXJDNFN0aVFTMVZrcWhIQ0Rpcm05YS1UWHI0OVp3eWFXSHVZY0pyYmE4VDlpWUY5WGVTN2F6cHNwMjMzV1FZ?oc=5",
133,2025-09-02 7:00,googlenews,유산균,"티젠, 설탕은 빼고, 과일향 입혀…발효 유산균 콤부차 - 한국경제
https://news.google.com/rss/articles/CBMiWkFVX3lxTE83VEpmR0pTUHVxZ0tpVmY3TTNWNlo4UkVreS1xbnVoRHZuMUFDNFRyMTliak1OV1RodkZZa2NCTGd3ZGo4Z2VpSm9tUmRVSVhRN0RkUFVOamZmQdIBVEFVX3lxTE11U3NZTXp1cV9Oa1BfaXVHWFUzV1BsUVF0WFpPbTVLd2otY2hidFNjd2RlMEhrU0RvZTB3cHVhLWF5STI5aXlSWkUxd1p2bHJReTNfRQ?oc=5",
134,2025-09-01 7:00,googlenews,유산균,"NVP헬스케어, 국내 첫 인지개선 기능성 '바이크롬 뇌 유산균' 출시 - 히트뉴스
https://news.google.com/rss/articles/CBMiakFVX3lxTE92a2ZKdEpkNTVBT21kOTJtZHlnV0ZUbHZ2Sk80ZEEtdUZHZWU5ZVNILUFHSnFNa2tNdFhhajllYWFWRU54QnZYb01aN0tfVlhOOVo5S1E4RTg4SXAxMVpGY0tmRnZCWXNqcGc?oc=5",
135,2025-09-01 7:00,googlenews,유산균,"바이크롬, 국내 최초 식약처 인정 치매 유산균 ‘바이크롬 뇌 유산균’ 출시 예정 - 베이비뉴스
https://news.google.com/rss/articles/CBMibEFVX3lxTE90SlUtWDBuZU5wLXlRUERTVUhjTVFnMzE1SlVwTkFnY3hPUUlFLUFwa3hFRGhvOFNGQ2JjbDZQZXprZndPaUJFYzZ2aU53TEl2NzBUWmdfakgzckxlWWZMYndCWmdRS3g0Mlh5Rg?oc=5",
136,2025-09-11 7:00,googlenews,유산균 다이어트,"정선희, 10월 13일 마라톤 도전…""설인아 보고 자극받았다"" - 네이트
https://news.google.com/rss/articles/CBMieEFVX3lxTE1Ga2pkYXVOUG1zLXh4SHcxV2FNaFFtb0JOV3djNTdqU1pxdFd3YlZmUXNYeXBwLXd0UDNiM3pMOHktUVZERGROMWVhcXBWZ1o1Q1NaNkFIRkg1aTJ3OFRqaGZvcjhlVlY4dnRKYzFqUVlYSUhFa3pOWg?oc=5",
137,2025-09-26 17:38,googlenews,체지방 유산균,"hy, ‘녹용유산균발효분말’ 식약처 개별인정…근력 유지 기능성 입증 - MSN
https://news.google.com/rss/articles/CBMilgNBVV95cUxOaXVMNmlhTzhGMXJoYlVNRE1kZHBlclByR0xMaDI5RVdQUUZIZXFOWHc2TUEtVWN2RW5mTWNWUVhHXy1tai16c0hPTXNMVTVaVlltWWhqWjIzcHJWOGxGVUxsbHVtT3MtWkh3OVFENm9USXkwbV8tYWNQNVNwc3B5TUo1NnE2RWxBSVd3N1dycHh5V3UxY2d2NVVSbkN1c2NxZk9kcWNuMF96R1Jrc2hGR3N1bnZFZUd1RldYdW16QzRzZkh4Xy1SRnJtdTFxNVRScDl1ZHNFOGN6eklyNzJKUXJma3VUTlZMZFNIMVgyZ3pKZnRVSzZ6YXB5cm1WZVVCUnBzYTNfN1BUaG5ISEZmdUVOR0V2eWM4cGlnb2J1QXN6YXZCN01WSG1USVFiMGVhbHRSc3RpYUpCRXA5UmxVZ2dtTHJXNEtjb19SaVZ5eXVPX0d4X2FXTDZDQWRoejRtdHJ6WGI0aUtYRGJ6aU14YnFGM2hGZjNEQnJoNy1Zc2lzejNad2pOVnp5ZXExSlBXcTdrcUF3?oc=5",
138,2025-09-22 0:30,googlenews,체지방 유산균,"hy, '녹용유산균발효분말' 식약처 개별인정… ""노화로 감소되는 근력 유지"" - MTN 머니투데이방송
https://news.google.com/rss/articles/CBMiZEFVX3lxTE5aMFZCU0hhamM0VVVESWpFX1FiTGhTT1BiV2hHWFhWTE9FcXhJeHg4SVFYamxvbjd4OEJkdHlZUkVnSkVLTTlqZEI0bWR5WTh2bE16U0tLYVlUSlNSa0E5cHdhcHk?oc=5",
139,2025-09-22 0:01,googlenews,체지방 유산균,"[위클리오늘] hy, ‘녹용유산균발효분말’ 식약처 개별인정 획득…근력 유지 기능성 인정 - 위클리오늘
https://news.google.com/rss/articles/CBMib0FVX3lxTE0xNktjVm9uaHhQYzU2M25sMkdRU1NGTUlGUlE5THczcDlWUHI2UGktcXF6ZHpXdDNLRXdpbHZyV3RySDlVa1c3enRfcUY4R3Bncml2UTdGcGxCNGRENVljUFYtdW1uelFTTk9nUHlNcw?oc=5",
140,2025-09-21 23:47,googlenews,체지방 유산균,"hy, '녹용유산균발효분말' 식약처 개별 인정 획득 - 네이트
https://news.google.com/rss/articles/CBMiU0FVX3lxTFBwekE2V0FpRWlKRWN2V2RCUzBNWGFVbjYtbTFvN05MRWFfYm9ha0xOekFrZkZxVnBHcVctd2kyYkMxZXlSNjlPMFNzVDV0LThKQ0VB?oc=5",
141,2025-09-22 21:03,googlenews,다이어트유산균,"[2025 한국고객만족도 1위] 여성을 위한 건강기능식품, 럭키클로버 - 매거진한경
https://news.google.com/rss/articles/CBMibEFVX3lxTFBiWGkyby1EcFk1Wi1vZHRybnFVZXRZUUM0LTRuSlVtMGZmX01VdXdreFhoQUxBbzM5TUh3Y0tVQ0pzMFZFdVMwUnJPaTdIV2lOYzBmT0c4alBENEFtQXY3NHhrMW1DQW5GblZVSA?oc=5",
142,2025-09-25 2:45,googlenews,유산균다이어트,"작년 추석 2만개 '완판'…GS25, LA갈비세트 올해는 '2+1' - 네이트
https://news.google.com/rss/articles/CBMieEFVX3lxTE1rUGJNVkc0QTdjbFo1RnNZQVFkR1paTXJhUkJQdnhQLUJaYVA4S182T2RGRUFmempMVmxWenQzZThRVlZYTjFYWmVxQ0hJalcwM3NISXBKcURfZEVMWkhfdTlFeXJzNGtvZW1EajRJVURrcmNoSkZwdQ?oc=5",
143,2025-09-25 12:05,googlenews,다이어트,"“맛있는데 뱃살 빠져”…신애라, 갱년기 다이어트 주스 레시피 공개 - 코메디닷컴
https://news.google.com/rss/articles/CBMiQkFVX3lxTE9kTFR2aS1Ea1l5OFlnSF9Zd3dXbmx2VGUyalU1MVYyempZWmFnX3A5SkZOdjVLbE4ydHpWSGxIdXZ3dw?oc=5",
144,2025-09-24 10:31,googlenews,다이어트,"버리고, 줄여야 산다…면세점도 ‘다이어트’ - 한겨레
https://news.google.com/rss/articles/CBMiaEFVX3lxTE1fWU5LVnhRQlJLQ0ZUVEdkNEZzWlF6aG9JMEM4cEQ4ZlVsbGdqWjNpaUNoa3M3QzdxcjlZR1lXSFdTNkJCXzdNR1REMkhMRU5YQXd0NVRCQ2pBclJvdjVpTzhYbklxcmU1?oc=5",
